"r.htm | Question 0"
"Pew Research Center/USA Today. Dec. 3-7, 2014. N=1,507 adults nationwide. Margin of error ± 2.9."
"Is your overall opinion of Harry Reid very favorable, mostly favorable, mostly UNfavorable, or very unfavorable?"
date,favorable,unfavorable,never heard of (vol.),can't rate (vol.)/refused,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""12/3-7/14""",20,41,25,14,1507,2,a,favorability,http://www.pollingreport.com/r.htm,"Pew Research Center/USA Today. Dec. 3-7, 2014. N=1,507 adults nationwide. Margin of error ± 2.9.","""Is your overall opinion of Harry Reid very favorable, mostly favorable, mostly UNfavorable, or very unfavorable?""",Pew Research Center/USA Today
"=""10/9-13/13""",27,39,21,13,,,,favorability,http://www.pollingreport.com/r.htm,"Pew Research Center/USA Today. Dec. 3-7, 2014. N=1,507 adults nationwide. Margin of error ± 2.9.","""Is your overall opinion of Harry Reid very favorable, mostly favorable, mostly UNfavorable, or very unfavorable?""",Pew Research Center/USA Today
"=""1/9-13/13""",21,34,28,17,,,,favorability,http://www.pollingreport.com/r.htm,"Pew Research Center/USA Today. Dec. 3-7, 2014. N=1,507 adults nationwide. Margin of error ± 2.9.","""Is your overall opinion of Harry Reid very favorable, mostly favorable, mostly UNfavorable, or very unfavorable?""",Pew Research Center/USA Today
"=""12/5-9/12""",23,37,27,12,,,,favorability,http://www.pollingreport.com/r.htm,"Pew Research Center/USA Today. Dec. 3-7, 2014. N=1,507 adults nationwide. Margin of error ± 2.9.","""Is your overall opinion of Harry Reid very favorable, mostly favorable, mostly UNfavorable, or very unfavorable?""",Pew Research Center/USA Today
"=""1/11-16/12""",18,38,28,16,,,,favorability,http://www.pollingreport.com/r.htm,"Pew Research Center/USA Today. Dec. 3-7, 2014. N=1,507 adults nationwide. Margin of error ± 2.9.","""Is your overall opinion of Harry Reid very favorable, mostly favorable, mostly UNfavorable, or very unfavorable?""",Pew Research Center/USA Today
"=""12/2-5/10""",23,39,26,12,,,,favorability,http://www.pollingreport.com/r.htm,"Pew Research Center/USA Today. Dec. 3-7, 2014. N=1,507 adults nationwide. Margin of error ± 2.9.","""Is your overall opinion of Harry Reid very favorable, mostly favorable, mostly UNfavorable, or very unfavorable?""",Pew Research Center/USA Today






"r.htm | Question 1"
"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3."
"We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid."
date,favorable,unfavorable,never heard of,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""11/21-23/14""",26,39,22,13,1045,3,a,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""10/18-20/13""",30,40,18,12,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""9/27-29/13""",30,45,16,9,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""3/15-17/13""",23,38,27,12,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""11/16-18/12""",30,34,24,12,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""8/7-8/12""",30,36,21,13,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""8/5-7/11""",28,39,21,12,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""7/18-20/11""",29,37,25,9,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""12/17-19/10""",33,33,13,21,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""11/11-14/10""",28,35,24,13,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""9/1-2/10""",24,37,26,13,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""4/9-11/10""",28,35,20,17,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""1/22-24/10""",22,38,22,19,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""2/18-19/09""",22,30,31,18,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""1/12-15/09""",28,28,25,19,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""11/6-9/08""",26,24,30,21,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""11/17-19/06""",28,19,37,16,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll
"=""10/6-8/06""",28,23,36,13,,,,favorability,http://www.pollingreport.com/r.htm,"CNN/ORC Poll. Nov. 21-23, 2014. N=1,045 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",CNN/ORC Poll






"r.htm | Question 2"
"Gallup Poll. April 24-30, 2014. N=1,513 adults nationwide. Margin of error ± 3."
"Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid."
date,favorable,unfavorable,never heard of,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""4/24-30/14""",27,41,22,10,1513,3,a,favorability,http://www.pollingreport.com/r.htm,"Gallup Poll. April 24-30, 2014. N=1,513 adults nationwide. Margin of error ± 3.","""Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",Gallup Poll
"=""10/3-6/13""",27,43,20,10,,,,favorability,http://www.pollingreport.com/r.htm,"Gallup Poll. April 24-30, 2014. N=1,513 adults nationwide. Margin of error ± 3.","""Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",Gallup Poll
"=""4/11-14/13""",27,38,21,15,,,,favorability,http://www.pollingreport.com/r.htm,"Gallup Poll. April 24-30, 2014. N=1,513 adults nationwide. Margin of error ± 3.","""Next, we'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. Senate Democratic Leader Harry Reid.""",Gallup Poll
