"BushJob1.htm | Question 0"
"ABC News/Washington Post Poll. April 17-21, 2013. N=1,000 adults nationwide. Margin of error ± 3.5.        "
"Thinking back to when George W. Bush was in office, would you say you approve or disapprove of the way Bush handled his job as president?"
manually enter poll

highest lowest approval rows
['', 'Highest approval:']
['', '10/8-9/01', '92', '6', '1', '', '']
['.']
['', 'Lowest approval:']
['', '10/8-11/08', '23', '73', '4', '', '']





"BushJob1.htm | Question 1"
"CNN/Opinion Research Corporation Poll . Jan. 12-15, 2009. N=1,245 adults nationwide. MoE ± 3."
"Do you approve or disapprove of the way George W. Bush is handling his job as president?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/9-10/02""",83,10,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""12/12-13/01""",86,8,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""11/28-29/01""",86,6,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""11/14-15/01""",88,7,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/31 - 11/1/01""",84,8,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/17-18/01""",84,10,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/3-4/01""",80,10,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""9/19-20/01""",81,12,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""8/22-23/01""",55,32,13,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""7/25-26/01""",59,25,16,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""7/11-12/01""",56,30,14,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""6/6-7/01""",59,28,13,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""5/9-10/01""",59,26,15,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""4/18-19/01""",63,22,15,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""3/28-29/01""",57,24,19,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""3/14-15/01""",56,23,21,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""2/21-22/01""",61,16,23,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""2/7-8/01""",55,16,29,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""1/24-25/01""",46,14,40,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll


highest lowest approval rows
['', 'Highest approval:']
['', '11/14-15/01', '88', '7', '5', '', '']
['', 'Lowest approval:']
['', '10/8-9/08', '25', '69', '5', '', '']





"BushJob1.htm | Question 3"
"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   "
"In general, do you approve or disapprove of the job that George W. Bush is doing as president?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/9-12/09""",27,67,6,1007,3,a,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""12/5-8/08""",27,67,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""11/1-2/08""",26,67,7,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/17-20/08""",27,66,7,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/4-5/08""",29,66,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/19-22/08""",30,65,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/6-8/08""",34,61,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""8/15-18/08""",31,64,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""7/18-21/08""",30,64,6,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""6/6-9/08""",28,66,6,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""4/25-28/08""",27,66,7,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""3/7-10/08""",32,63,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""1/20-22/08""",31,63,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""12/14-17/07""",34,60,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""11/1-5/07""",31,63,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/7-10/07""",33,61,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""7/27-30/07""",31,63,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""6/8-11/07""",29,66,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""4/20-23/07""",35,60,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""3/2-5/07""",35,60,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""1/17-20/07""",35,60,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""12/8-11/06""",34,61,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/28-30/06""",39,57,4,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/13-16/06""",38,57,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/30 - 10/2/06""",39,56,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/8-11/06""",42,53,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""7/21-24/06""",39,56,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""6/9-12/06""",37,58,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""4/21-24/06""",36,57,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""3/10-13/06""",37,58,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""1/26-29/06""",39,54,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""12/9-12/05""",39,55,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""11/4-7/05""",38,57,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/8-10/05""",39,54,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/9-12/05""",40,55,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""7/8-11/05""",46,49,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""5/12-16/05""",47,47,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""3/31 - 4/3/05""",48,46,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""2/10-14/05""",50,45,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""1/13-17/05""",50,44,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""12/9-13/04""",49,44,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/29-31/04""",49,48,3,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""10/16-18/04""",49,47,4,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""9/17-19/04""",47,48,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""8/23-25/04""",47,48,5,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""7/19-21/04""",48,46,6,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""6/25-28/04""",45,49,6,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""5/1-3/04""",47,46,7,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
"=""3/6-8/04""",50,46,4,,,rv,approval,http://www.pollingreport.com/BushJob1.htm,"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R). Jan. 9-12, 2009. N=1,007 adults nationwide. MoE ± 3.1.   ","""In general, do you approve or disapprove of the job that George W. Bush is doing as president?""",NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Bill McInturff (R)
