"BushJob1.htm | Question 0"
"ABC News/Washington Post Poll. April 17-21, 2013. N=1,000 adults nationwide. Margin of error ± 3.5.        "
"Thinking back to when George W. Bush was in office, would you say you approve or disapprove of the way Bush handled his job as president?"
manually enter poll

highest lowest approval rows
['', 'Highest approval:']
['', '10/8-9/01', '92', '6', '1', '', '']
['.']
['', 'Lowest approval:']
['', '10/8-11/08', '23', '73', '4', '', '']





"BushJob1.htm | Question 1"
"CNN/Opinion Research Corporation Poll . Jan. 12-15, 2009. N=1,245 adults nationwide. MoE ± 3."
"Do you approve or disapprove of the way George W. Bush is handling his job as president?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""12/14-16/07""",32,65,3,1011,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/6-9/07""",37,57,5,1027,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/30 - 12/2/07""",34,62,4,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/11-14/07""",32,61,7,1014,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/2-4/07""",31,64,5,1024,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/12-14/07""",32,64,3,1009,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/4-7/07""",32,64,4,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/14-16/07""",36,62,2,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/7-8/07""",33,62,5,1028,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/13-16/07""",32,63,5,1019,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/3-5/07""",34,62,4,1012,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/12-15/07""",31,63,6,1001,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/6-8/07""",29,66,5,1014,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/11-14/07""",32,65,3,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/1-3/07""",32,62,6,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/10-13/07""",33,62,5,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/4-6/07""",34,63,3,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/13-15/07""",36,60,4,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/2-5/07""",38,58,4,1008,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/23-25/07""",34,62,4,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/11-14/07""",35,61,4,1009,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/2-4/07""",33,63,4,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/9-11/07""",37,59,3,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/1-4/07""",32,65,4,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/15-18/07""",36,61,3,1018,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/12-14/07""",34,63,4,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/5-7/07""",37,59,4,1004,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/11-14/06""",35,61,4,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/8-10/06""",38,59,4,1009,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/9-12/06""",33,62,4,1004,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/2-5/06""",38,56,6,1516,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/20-22/06""",37,58,4,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/9-12/06""",37,57,6,1001,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/6-8/06""",37,59,4,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/15-17/06""",44,51,5,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/7-10/06""",39,56,5,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/18-20/06""",42,54,4,1001,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/7-10/06""",37,59,4,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/28-30/06""",40,56,4,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/21-23/06""",37,59,4,1005,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/6-9/06""",40,55,5,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/23-25/06""",37,60,3,1000,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/9-11/06""",38,56,6,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/1-4/06""",36,57,6,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/8-11/06""",33,61,6,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/5-7/06""",31,65,5,1013,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/28-30/06""",34,63,3,1011,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/10-13/06""",36,59,5,1005,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/7-9/06""",37,60,3,1004,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/13-16/06""",37,59,5,1000,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/10-12/06""",36,60,4,1001,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/28 - 3/1/06""",38,60,2,1020,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/9-12/06""",39,56,4,1000,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/6-9/06""",42,55,4,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/20-22/06""",43,54,4,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/9-12/06""",43,53,4,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/6-8/06""",43,54,3,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/19-22/05""",43,53,4,1004,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/16-18/05""",41,56,3,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/9-11/05""",42,55,3,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/5-8/05""",43,52,5,1013,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/17-20/05""",38,57,5,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/11-13/05""",37,60,3,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/7-10/05""",40,55,5,1011,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/28-30/05""",41,56,3,800,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/24-26/05""",41,56,3,,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/21-23/05""",42,55,3,1008,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""10/13-16/05""",39,58,3,1012,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/26-28/05""",45,50,5,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/16-18/05""",40,58,2,818,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/12-15/05""",45,52,3,921,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""9/8-11/05""",46,51,3,1005,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/28-30/05""",45,52,3,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/22-25/05""",40,56,4,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/8-11/05""",45,51,4,1001,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""8/5-7/05""",45,51,4,1004,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/25-28/05""",44,51,5,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/22-24/05""",49,48,3,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""7/7-10/05""",49,48,3,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/29-30/05""",46,51,3,883,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/24-26/05""",45,53,2,1009,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/16-19/05""",47,51,2,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""6/6-8/05""",47,49,4,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/23-26/05""",48,47,5,1004,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/20-22/05""",46,50,4,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""5/2-5/05""",50,45,5,1005,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/29 - 5/1/05""",48,49,3,1006,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/18-21/05""",48,49,3,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/4-7/05""",50,45,5,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""4/1-2/05""",48,48,4,1040,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/21-23/05""",45,49,6,1001,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/18-20/05""",52,44,4,909,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""3/7-10/05""",52,44,4,1004,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/25-27/05""",52,45,3,1008,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/21-24/05""",51,45,4,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/7-10/05""",49,48,3,1008,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""2/4-6/05""",57,40,3,1010,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/14-16/05""",51,46,3,1007,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/7-9/05""",52,44,4,1008,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""1/3-5/05""",52,44,4,1005,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/17-19/04""",49,46,5,1002,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""12/5-8/04""",53,44,3,1003,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/19-21/04""",55,42,3,1015,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
"=""11/7-10/04""",53,44,3,1016,,,approval,http://www.pollingreport.com/BushJob1.htm,Gallup Poll and USA Today/Gallup Poll. Adults nationwide.    ,"""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",Gallup Poll and USA Today/Gallup Poll
