"k.htm | Question 0"
"Bloomberg Politics Poll conducted by Selzer & Company. March 19-22, 2016. N=1,000 adults nationwide. Margin of error ± 3.1."
"I'm going to mention some people and groups in the news recently. For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable. If you don't know enough to answer, just say so. John Kasich, governor of Ohio."
date,favorable,unfavorable,unsure,.,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""3/19-22/16""",46,32,23,.,1000,3,a,favorability,http://www.pollingreport.com/k.htm,"Bloomberg Politics Poll conducted by Selzer & Company. March 19-22, 2016. N=1,000 adults nationwide. Margin of error ± 3.1.","""I'm going to mention some people and groups in the news recently. For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable. If you don't know enough to answer, just say so. John Kasich, governor of Ohio.""",Bloomberg Politics Poll conducted by Selzer & Company






"k.htm | Question 1"
"CNN/ORC Poll. March 17-20, 2016. N=1,001 adults nationwide. Margin of error ± 3."
"We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. John Kasich."
date,favorable,unfavorable,never heard of,no opinion,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""3/17-20/16""",40,31,16,12,1001,3,a,favorability,http://www.pollingreport.com/k.htm,"CNN/ORC Poll. March 17-20, 2016. N=1,001 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. John Kasich.""",CNN/ORC Poll
"=""2/24-27/16""",41,22,21,16,,,,favorability,http://www.pollingreport.com/k.htm,"CNN/ORC Poll. March 17-20, 2016. N=1,001 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. John Kasich.""",CNN/ORC Poll
"=""1/21-24/16""",24,26,36,15,,,,favorability,http://www.pollingreport.com/k.htm,"CNN/ORC Poll. March 17-20, 2016. N=1,001 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. John Kasich.""",CNN/ORC Poll
"=""12/17-21/15""",22,31,29,18,,,,favorability,http://www.pollingreport.com/k.htm,"CNN/ORC Poll. March 17-20, 2016. N=1,001 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. John Kasich.""",CNN/ORC Poll
"=""9/17-19/15""",21,22,39,18,,,,favorability,http://www.pollingreport.com/k.htm,"CNN/ORC Poll. March 17-20, 2016. N=1,001 adults nationwide. Margin of error ± 3.","""We'd like to get your overall opinion of some people in the news. As I read each name, please say if you have a favorable or unfavorable opinion of these people -- or if you have never heard of them. John Kasich.""",CNN/ORC Poll
