"clinton-.htm | Question 0"
"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Robert Teeter (R)"
"In general, do you approve or disapprove of the job Bill Clinton is doing as president?"
date,approve,disapprove,not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""2/19-21/99 **""",66,30,4,1014,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""2/12-13/99""",68,30,2,1034,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""2/9/99""",70,27,3,711,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""2/4-8/99 *""",65,33,2,1022,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/27/99""",67,31,2,645,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/22-24/99""",69,29,2,1031,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/15-17/99""",69,29,2,1009,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/8-10/99""",67,30,3,1014,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/6/99""",63,34,3,671,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""12/19-20/98""",73,25,2,852,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""12/15-16/98""",63,33,4,1089,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""12/12-13/98""",64,34,2,865,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""12/4-6/98""",66,30,4,1070,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""11/20-22/98""",66,30,4,1015,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""11/19/98""",62,36,2,652,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""11/13-15/98""",66,31,3,1039,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""10/29 - 11/1/98""",66,30,4,2084,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""10/23-25/98""",65,32,3,1013,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""10/9-12/98""",65,32,3,1004,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""10/6-7/98""",63,34,3,861,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/23-24/98""",66,31,3,1046,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/21/98""",66,31,3,631,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/20/98 *""",60,34,6,637,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/14-15/98""",63,35,2,1028,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/13/98""",64,34,2,631,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/11-12/98""",63,34,3,902,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/11/98 *""",62,35,3,631,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/10/98""",60,37,3,645,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/1/98""",62,33,5,606,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""8/21-23/98""",62,35,3,1317,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""8/20/98""",61,34,5,628,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""8/18/98""",66,29,5,884,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""8/10-12/98""",65,30,5,1276,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""8/7-8/98 **""",64,32,4,616,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""7/29/98""",65,31,4,622,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""7/13-14/98 **""",63,31,6,619,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""7/7-8/98""",61,34,5,1035,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""6/22-23/98""",60,34,6,1016,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""6/5-7/98""",60,34,6,1003,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""5/8-10/98""",64,31,5,1005,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""4/17-19/98""",63,31,6,1007,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""4/1/98""",67,28,5,666,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""3/20-22/98""",66,28,6,1010,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""3/16/98""",67,29,4,651,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""3/6-9/98""",63,31,6,,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""2/20-22/98""",66,29,5,,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""2/13-15/98""",66,30,4,1014,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/30 - 2/1/98""",69,28,3,1013,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/28/98""",67,28,5,672,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/25-26/98""",59,37,4,,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/24-25/98""",60,35,5,,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/23-24/98""",58,36,6,903,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/21/98""",62,30,8,676,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/16-18/98""",60,30,10,1004,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/6-7/98""",59,32,9,1015,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""12/18-21/97""",56,36,8,1005,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""11/21-23/97""",61,30,9,1019,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""11/6-9/97""",59,31,10,,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""10/27-29/97""",59,32,9,1008,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""10/3-5/97""",55,36,9,872,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/25-28/97""",58,33,9,1006,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""9/6-7/97""",61,28,11,1002,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""8/22-25/97""",60,34,6,1014,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""8/12-13/97""",61,32,7,819,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""7/25-27/97""",58,34,8,1004,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""6/26-29/97""",55,36,9,1013,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""5/30-6/1/97""",57,35,8,935,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""5/6-7/97""",57,35,8,1019,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""4/18-20/97""",54,37,9,1003,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""3/24-26/97""",59,35,6,1009,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""2/24-26/97""",57,33,10,1036,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/30-2/2/97""",60,31,9,,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/10-13/97""",62,31,7,1005,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""1/3-5/97""",58,35,7,1022,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""10/22-25/94""",48,46,6,,,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll
"=""nan""",,,,,.,,,approval,http://www.pollingreport.com/clinton-.htm,Gallup/CNN/USA Today Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Gallup/CNN/USA Today Poll






"clinton-.htm | Question 2"
"CNN/Time Poll conducted by Yankelovich Partners"
"In general, do you approve or disapprove of the way President Clinton is handling his job as president?"
date,approve,disapprove,not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/10-11/01""",64,33,3,1000,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""10/25-26/00""",63,33,4,2060,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""10/12-13/00""",59,36,5,1218,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""10/4-5/00""",61,35,4,1244,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""9/6-7/00""",59,35,6,1278,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""8/9-10/00""",59,38,3,1297,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""7/26-27/00""",62,34,4,1255,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""6/14-15/00""",61,33,6,1218,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""3/8-9/00""",61,35,4,1559,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""2/2-3/00""",64,32,4,1257,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/12-13/00""",61,33,6,1564,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/5-6/00""",60,33,7,1589,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""11/10-11/99""",57,35,8,1021,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""9/21-23/99""",58,35,7,1011,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""7/14-15/99""",61,33,6,1017,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""6/9-10/99""",60,36,4,1031,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""5/26-27/99""",55,39,6,1017,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""3/25/99""",64,32,4,1049,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""3/4/99""",66,30,4,1071,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/20-21/99""",66,31,3,1024,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""12/17-18/98""",64,32,4,1031,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""10/14-15/98""",64,32,4,1036,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""9/23-24/98""",61,35,4,1019,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""9/16-17/98""",63,34,3,1020,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""8/18/98""",61,35,4,1042,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""7/30/98""",62,31,7,811,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""6/30 - 7/1/98""",62,32,6,1024,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""5/18-19/98""",61,32,7,1234,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""4/8-9/98""",67,28,5,1011,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""3/18-19/98""",67,28,5,1032,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""2/4-5/98""",66,28,6,1023,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/28-29/98""",68,27,5,1016,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/22/98""",52,41,7,618,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/14-15/98""",59,33,8,1020,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""10/30/97""",57,34,9,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""10/1-2/97""",55,33,12,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""9/10-11/97""",59,33,8,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""7/30-31/97""",60,32,8,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""5/7-8/97""",59,33,8,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""4/16-17/97""",56,35,9,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""3/11-12/97""",57,35,8,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""2/26-27/97""",60,33,7,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
