"clinton-.htm | Question 0"
"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Robert Teeter (R)"
"In general, do you approve or disapprove of the job Bill Clinton is doing as president?"
date,approve,disapprove,not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""5/6-7/98""",64,30,6,823,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""4/20-22/98""",67,25,8,825,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""3/30-4/1/98""",64,30,6,994,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""3/16/98""",67,29,4,529,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""3/1-2/98""",64,28,8,782,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""2/19-21/98""",68,26,6,1153,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""2/8/98""",66,25,9,786,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""2/1/98""",72,22,6,620,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/26/98""",57,35,8,609,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/24-25/98 *""",56,38,6,943,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/22/98""",55,34,11,501,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/10-12/98 *""",58,29,13,1101,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""12/6-8/97 *""",59,33,8,1016,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""11/23-24/97""",58,29,13,953,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""9/18-20/97""",58,32,10,1051,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""8/5-6/97""",61,28,11,971,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""7/13-14/97""",56,32,12,1042,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""6/10-11/97""",60,31,9,1021,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""5/6-8/97""",58,31,11,1228,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""4/2-5/97 *""",56,34,10,1347,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""3/9/97""",56,33,11,724,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/30-2/1/97""",63,29,8,1276,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/14-17/97 *""",60,32,8,1307,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/5/97""",58,32,10,680,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"="".""",,,,,.,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"






"clinton-.htm | Question 5"
"Fox News/Opinion Dynamics Poll"
"Do you approve or disapprove of the job President Clinton is doing?"
date,approve,disapprove,don't know,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""11/1-2/00""",62,33,5,1000,,lv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""10/18-19/00""",64,30,6,900,,lv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""7/26-27/00""",65,30,5,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""7/12-13/00""",62,33,5,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""6/28-29/00""",66,29,5,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""6/7-8/00""",66,28,6,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""5/24-25/00""",62,32,6,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""5/10-11/00""",68,26,6,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""4/26-27/00""",63,32,5,903,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""4/5-6/00""",62,31,7,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""3/22-23/00""",65,29,6,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""3/8-9/00""",64,30,6,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""2/23-24/00""",65,29,6,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""2/9-10/00""",66,29,5,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""1/26-27/00""",65,30,5,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""1/12-13/00""",67,28,5,902,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""12/6-7/99""",62,32,6,902,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""11/17-18/99""",60,34,6,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""11/3-4/99""",62,31,7,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""10/20-21/99""",58,36,6,904,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""9/22-23/99""",60,33,7,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""9/8-9/99""",59,34,7,904,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""8/25-26/99""",65,28,7,902,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""8/11-12/99""",62,32,6,903,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""7/28-29/99""",64,28,8,905,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""7/14-15/99""",60,34,6,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""6/23-24/99""",60,35,5,908,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""6/2-3/99""",54,40,6,924,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""5/19-20/99""",56,36,8,912,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""5/5-6/99""",60,33,7,901,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""4/21-22/99""",60,34,6,942,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""4/7-8/99""",62,34,4,921,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""3/24-25/99""",64,31,5,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""3/10-11/99""",65,30,5,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""2/24-25/99""",63,31,6,924,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""2/12-13/99""",66,29,5,938,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""1/27-28/99""",66,28,6,911,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""1/13-14/99""",65,29,6,902,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""12/17/98""",65,31,4,613,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""12/2-3/98""",69,24,7,517,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""11/11-12/98""",66,29,5,904,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""10/28-29/98""",67,29,4,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""10/7-8/98""",65,31,4,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""9/16-17/98""",63,30,7,901,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""9/9-10/98""",68,27,5,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""8/18/98""",72,22,6,600,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""8/12-13/98""",65,28,7,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""7/29-30/98""",64,30,6,899,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""7/15-16/98""",62,31,7,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""6/30 - 7/1/98""",64,29,7,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""6/17-18/98""",66,27,7,902,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""6/3-4/98""",66,27,7,907,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""5/20-21/98""",65,28,7,914,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""5/6-7/98""",67,26,7,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""4/22-23/98""",68,26,6,906,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""4/7-8/98""",68,26,6,902,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""3/25-26/98""",68,25,7,908,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""2/25-26/98""",69,26,5,900,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll
"=""2/11-12/98""",67,26,7,903,,rv,approval,http://www.pollingreport.com/clinton-.htm,Fox News/Opinion Dynamics Poll,"""Do you approve or disapprove of the job President Clinton is doing?""",Fox News/Opinion Dynamics Poll






"clinton-.htm | Question 6"
"The Harris Poll"
"How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?"
date,excellent/ pretty good,only fair/ poor,no opinion,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""9/8-17/00""",64,34,2,1002,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""8/8-14/00""",60,38,2,1010,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""7/13-17/00""",60,39,1,1010,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""6/8-12/00""",56,42,2,1015,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""5/4-8/00""",58,41,1,1007,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""4/7-10/00""",62,37,1,1024,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""2/17-21/00""",65,34,1,1013,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""1/00""",57,41,2,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""12/2-9/99""",61,38,1,1009,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""10/22-25/99""",57,41,1,1019,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""9/17-21/99""",57,42,1,1009,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""8/12-18/99""",58,40,1,1008,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""6/10-15/99""",55,43,1,1006,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""5/14-19/99""",58,41,2,1010,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""4/8-13/99""",61,38,-,1006,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""3/19-23/99""",59,38,3,1008,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""2/11-15/99""",64,34,2,1007,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""1/7-12/99""",64,36,0,1008,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""12/9-14/98""",63,33,3,1005,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""11/11-15/98""",65,34,1,1010,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""10/98""",63,36,1,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""9/9-13/98""",65,34,1,1009,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""8/12-17/98""",64,36,1,1006,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""7/17-21/98""",63,36,1,1011,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""6/17-22/98""",58,40,2,1000,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""5/21-28/98""",62,36,1,1007,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""4/22-27/98""",64,35,1,1011,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""3/11-16/98""",60,39,1,977,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""2/18-23/98""",65,34,1,999,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""1/14-18/98""",59,40,1,1000,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""11/19-23/97""",58,41,2,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""10/15-19/97""",54,44,1,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""9/10-15/97""",56,43,1,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""8/20-26/97""",53,46,1,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""7/14-19/97""",53,45,1,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""6/5-9/97""",52,47,1,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""5/1-5/97""",60,40,*,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""3/26-4/1/97""",51,47,2,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
